text,intent,domain,split,in_scope
how much is my xfinity bill this month,bill_balance,banking,train,True
what's the cost of my dte bill plus my electricity bill,bill_balance,banking,train,True
my dte bill is how much,bill_balance,banking,train,True
what is my dte bill this month,bill_balance,banking,train,True
how much are my electric and heating bills,bill_balance,banking,train,True
my dte and water bills are how much,bill_balance,banking,train,True
my water bill is how much this month,bill_balance,banking,train,True
how much is my electric bill for this month,bill_balance,banking,train,True
how much are my xfinity and dte bills,bill_balance,banking,train,True
how much are my cable and water bills,bill_balance,banking,train,True
how much do i have to pay on my bills,bill_balance,banking,train,True
can you check the balance on the water bill,bill_balance,banking,train,True
how much do i have to pay for my cable bill,bill_balance,banking,train,True
how much do i owe on my cable bill,bill_balance,banking,train,True
can you find out how much i owe on my bills,bill_balance,banking,train,True
can you check and see how much i owe on my cable bill,bill_balance,banking,train,True
do you know how much i owe on my cable bill,bill_balance,banking,train,True
how much do i need to pay on my bills,bill_balance,banking,train,True
can you tell me how much i owe on my cable bill,bill_balance,banking,train,True
how much is my comcast bill,bill_balance,banking,train,True
what is the amount on my comcast bill,bill_balance,banking,train,True
what is the my comcast bill this month,bill_balance,banking,train,True
what do i owe bill wise,bill_balance,banking,train,True
do i have any due bills and how much,bill_balance,banking,train,True
do i still owe any bills,bill_balance,banking,train,True
how much do i have to pay for my bills this month,bill_balance,banking,train,True
do i owe any bills,bill_balance,banking,train,True
what's the final amount of all the money i need to pay in bills this month,bill_balance,banking,train,True
add all my bills for this month and tell me the total,bill_balance,banking,train,True
what's the sum of all i owe on bills this month,bill_balance,banking,train,True
what's the total i owe on all my bills,bill_balance,banking,train,True
what's the water bill,bill_balance,banking,train,True
how much are all my bills combined,bill_balance,banking,train,True
what's my mortgage payment going to be this month,bill_balance,banking,train,True
what do i owe on the car this month,bill_balance,banking,train,True
how much are utilities,bill_balance,banking,train,True
how much is my gas bill,bill_balance,banking,train,True
how much is my internet bill,bill_balance,banking,train,True
how much is my cable bill,bill_balance,banking,train,True
how much is my rent,bill_balance,banking,train,True
how much is my cable bill for,bill_balance,banking,train,True
how much is my current water bill for,bill_balance,banking,train,True
how much is my electric bill for,bill_balance,banking,train,True
how much is my water bill for,bill_balance,banking,train,True
how much is my current cable bill for,bill_balance,banking,train,True
what is the amount on my water bill,bill_balance,banking,train,True
how much do i have on credit card bill,bill_balance,banking,train,True
what is the balance on my bills,bill_balance,banking,train,True
what is my domain name bill,bill_balance,banking,train,True
how much is my groceries and gas bill,bill_balance,banking,train,True
what is the cost of water and electric this month,bill_balance,banking,train,True
what is the amount of balance i have to pay on my bill,bill_balance,banking,train,True
how much do i owe on bills,bill_balance,banking,train,True
how much on bills to i have to pay,bill_balance,banking,train,True
what is my email subscriction services bill,bill_balance,banking,train,True
tell lydia and laura where i am located,share_location,utility,train,True
share my location with brad and terry,share_location,utility,train,True
tell john and sam where i am,share_location,utility,train,True
share my location with darren and stacey,share_location,utility,train,True
let cora and nancy know were i am now,share_location,utility,train,True
share my gps coordinates with my dad,share_location,utility,train,True
share my gps coordinates with kelly,share_location,utility,train,True
share my gps coordinates with my brother,share_location,utility,train,True
share my gps coordinates with my mother,share_location,utility,train,True
share my gps coordinates with jim,share_location,utility,train,True
please show my current location to andre,share_location,utility,train,True
give the boys my location please,share_location,utility,train,True
can you share my location with my girlfriends,share_location,utility,train,True
let shih chieh see my location,share_location,utility,train,True
"share my location with mom, please",share_location,utility,train,True
let coach know where i am,share_location,utility,train,True
share my location with ma,share_location,utility,train,True
tell base camp my gps coordinates,share_location,utility,train,True
tell the kids where i am,share_location,utility,train,True
let the folks know my gps coordinates,share_location,utility,train,True
my friend steve needs my gps coordinates send them to him,share_location,utility,train,True
let the rents have my current location,share_location,utility,train,True
let my group know what my current location is,share_location,utility,train,True
give boss my current location,share_location,utility,train,True
give me current gps coordinates to my sister,share_location,utility,train,True
give my current location to robyn now,share_location,utility,train,True
send my current location to my superior,share_location,utility,train,True
let lucy know my gps coordinates,share_location,utility,train,True
tell carl my gps coordinates,share_location,utility,train,True
i need you to send my location to paul and ryan,share_location,utility,train,True
share my coordinates with melissa and doug,share_location,utility,train,True
can you let sam and woody know where i am,share_location,utility,train,True
let randy and travis know where i'm at,share_location,utility,train,True
can you give my whereabouts to doug and buster,share_location,utility,train,True
